id,message,label,scam_type,source_channel,language,contains_url,contains_amount,expected_risk,notes
MSG-0681,Your refund of ₹5000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0682,Your return pickup is scheduled for tomorrow between 10 AM and 11:30 AM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0683,Limited stock tip. Send ₹2499 to get insider recommendation before market opens.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0684,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0685,Your refund of ₹500000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0686,Guaranteed 20% monthly return. Invest ₹999 today and double money in 30 days.,scam,investment_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0687,Online typing job guaranteed income. Submit Aadhaar and pay registration fee here: http://login-security-check.test,scam,job_scam,sms,en,yes,no,medium,synthetic_training_example
MSG-0688,Your appointment with Dr. Das is confirmed for Tuesday at 10 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0689,Courier package waiting. Pay redelivery fee ₹2499 to avoid return: http://gov-refund-portal.test,scam,delivery_scam,email,en,yes,yes,high,synthetic_training_example
MSG-0690,Your salary of ₹25000 has been credited to your bank account ending 7319.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0691,Loan disbursal pending due to verification. Transfer ₹299 now.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0692,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0693,Your bank account will be blocked today. Click http://gov-refund-portal.test immediately to update your KYC.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0694,Crypto trading group gives assured profit. Join using http://customer-care-help.invalid and deposit now.,scam,investment_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0695,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0696,Your OTP for login is 705474. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0697,Your appointment with Dr. Mukherjee is confirmed for tomorrow at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0698,"Neha, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0699,Your return pickup is scheduled for tomorrow between 2 PM and 4 PM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0700,Loan disbursal pending due to verification. Transfer ₹99 now.,scam,loan_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0701,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0702,Your refund of ₹1499 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0703,Your Myntra order #832377 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0704,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0705,Send your password and OTP for urgent security verification.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0706,KYC expired for your account. Verify now at http://secure-account-check.test to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0707,Your salary of ₹25000 has been credited to your bank account ending 8170.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0708,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0709,Your salary of ₹100000 has been credited to your bank account ending 7203.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0710,Your bank account will be blocked today. Click http://bank-kyc-update.invalid immediately to update your KYC.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0711,Your return pickup is scheduled for tomorrow between 2 PM and 10 AM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0712,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0713,Your mobile number won a lottery prize of ₹500000. Transfer ₹1499 registration fee now.,scam,fake_reward,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0714,Your friend is in hospital. Transfer ₹2500 immediately for treatment.,scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0715,Government subsidy approved. Upload Aadhaar and pay ₹299 verification fee.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0716,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0717,Your refund of ₹2500 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0718,Send your password and OTP for urgent security verification.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0719,Your shipment is suspended. Confirm PAN and address here http://upi-block-alert.fake,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0720,Your card payment of ₹999 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0721,Your PhonePe order #540656 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0722,Your card payment of ₹2500 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0723,Part-time task job available. Deposit ₹799 to activate your employee ID.,scam,job_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0724,Registration fee pending. Pay ₹99 today to unlock your reward.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0725,Police cyber cell notice: pay fine ₹799 today or legal action will start.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0726,"I am stuck at airport. Send ₹100000 now, cannot call.",scam,social_engineering,sms,en,no,yes,medium,synthetic_training_example
MSG-0727,Final warning: electricity supply suspended in 2 hours. Update payment here http://login-security-check.test,scam,electricity_bill_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0728,Crypto trading group gives assured profit. Join using http://customer-care-help.invalid and deposit now.,scam,investment_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0729,Work from home job. Earn ₹1000000 daily. Pay ₹499 registration fee to start.,scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0730,Instant loan approved without CIBIL. Pay ₹199 file charge to receive ₹1000000.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0731,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0732,Your wallet KYC is pending. Submit PAN and Aadhaar here http://sbi-verify-login.fake to continue transactions.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0733,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0734,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0735,Your friend is in hospital. Transfer ₹1499 immediately for treatment.,scam,social_engineering,sms,en,no,yes,high,synthetic_training_example
MSG-0736,Your OTP for login is 397388. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0737,Your Paytm order #821175 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0738,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0739,Your claim is approved. Pay service tax ₹199 to receive ₹10000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0740,Your parcel is held at customs. Pay ₹999 clearance charge here: http://bank-kyc-update.invalid,scam,delivery_scam,whatsapp,en,yes,yes,medium,synthetic_training_example
MSG-0741,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹2499.,scam,investment_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0742,Your Paytm order #109363 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0743,Your email account will be disabled. Verify password at http://sbi-verify-login.fake,scam,tech_support_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0744,School fee receipt for ₹25000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0745,"Hi Suman, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0746,Your return pickup is scheduled for tomorrow between 6:30 PM and 11:30 AM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0747,Your return pickup is scheduled for tomorrow between 2 PM and 11:30 AM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0748,"Hi Priya, are we still meeting at 6:30 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0749,Your shipment is suspended. Confirm PAN and address here http://upi-block-alert.fake,scam,delivery_scam,email,en,yes,no,medium,synthetic_training_example
MSG-0750,Your bank account will be blocked today. Click http://bank-kyc-update.invalid immediately to update your KYC.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0751,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0752,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹199.",scam,job_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0753,Your salary of ₹1499 has been credited to your bank account ending 1982.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0754,Your claim is approved. Pay service tax ₹499 to receive ₹5000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0755,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0756,Your salary of ₹100000 has been credited to your bank account ending 2022.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0757,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0758,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹999.,scam,investment_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0759,Your card payment of ₹999 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0760,Your Tata Neu order #835132 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0761,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0762,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0763,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0764,Online typing job guaranteed income. Submit Aadhaar and pay registration fee here: http://reward-claim-now.fake,scam,job_scam,email,en,yes,no,high,synthetic_training_example
MSG-0765,Your electricity bill of ₹10000 is due on Friday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0766,Your card payment of ₹100000 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0767,Your refund is ready. Provide OTP and PIN to release ₹25000.,scam,otp_theft,email,en,no,yes,high,synthetic_training_example
MSG-0768,Online typing job guaranteed income. Submit Aadhaar and pay registration fee here: http://bank-kyc-update.invalid,scam,job_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0769,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0770,Security team needs your screen sharing code to remove malware.,scam,tech_support_scam,sms,en,no,no,high,synthetic_training_example
MSG-0771,Your email account will be disabled. Verify password at http://parcel-clearance-pay.invalid,scam,tech_support_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0772,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,whatsapp,en,no,no,high,synthetic_training_example
MSG-0773,Registration fee pending. Pay ₹999 today to unlock your reward.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0774,Congratulations! You won ₹5000 in SBI lucky draw. Pay ₹99 processing fee to claim.,scam,fake_reward,sms,en,no,yes,high,synthetic_training_example
MSG-0775,Claim your cashback reward before midnight: http://login-security-check.test,scam,fake_reward,sms,en,yes,no,high,synthetic_training_example
MSG-0776,Your bank account will be blocked today. Click http://gov-refund-portal.test immediately to update your KYC.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0777,Your OTP for login is 460549. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0778,This is RBI support. Your account is under review. Verify details at http://customer-care-help.invalid,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0779,Your parcel is held at customs. Pay ₹499 clearance charge here: http://login-security-check.test,scam,delivery_scam,whatsapp,en,yes,yes,medium,synthetic_training_example
MSG-0780,Registration fee pending. Pay ₹1499 today to unlock your reward.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0781,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0782,Your salary of ₹50000 has been credited to your bank account ending 2526.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0783,Crypto trading group gives assured profit. Join using http://customer-care-help.invalid and deposit now.,scam,investment_scam,sms,en,yes,no,medium,synthetic_training_example
MSG-0784,Your appointment with Dr. Mukherjee is confirmed for Tuesday at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0785,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0786,Your appointment with Dr. Sharma is confirmed for Friday at 10 AM.,safe,none,sms,en,no,no,low,safe_health
MSG-0787,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0788,Limited stock tip. Send ₹1499 to get insider recommendation before market opens.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0789,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹799.",scam,job_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0790,Your salary of ₹2500 has been credited to your bank account ending 8740.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0791,Your salary of ₹500000 has been credited to your bank account ending 5327.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0792,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0793,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0794,Courier authority requires PAN update immediately at http://sbi-verify-login.fake.,scam,impersonation,sms,en,yes,no,high,synthetic_training_example
MSG-0795,"Your loan is ready. Click http://secure-account-check.test and upload Aadhaar, PAN, bank details immediately.",scam,loan_scam,email,en,yes,no,high,synthetic_training_example
MSG-0796,Instant loan approved without CIBIL. Pay ₹999 file charge to receive ₹500000.,scam,loan_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0797,Microsoft security alert: your computer is hacked. Click http://bank-kyc-update.invalid to fix now.,scam,tech_support_scam,email,en,yes,no,high,synthetic_training_example
MSG-0798,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0799,Instant loan approved without CIBIL. Pay ₹499 file charge to receive ₹10000.,scam,loan_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0800,Instant loan approved without CIBIL. Pay ₹1499 file charge to receive ₹2500.,scam,loan_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0801,Your return pickup is scheduled for tomorrow between 2 PM and 10 AM.,safe,none,sms,en,no,no,low,safe_ecommerce
MSG-0802,Your refund is ready. Provide OTP and PIN to release ₹2500.,scam,otp_theft,email,en,no,yes,high,synthetic_training_example
MSG-0803,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0804,"Hi Suman, are we still meeting at 6:30 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0805,Congratulations! You won ₹25000 in Tata Neu lucky draw. Pay ₹999 processing fee to claim.,scam,fake_reward,sms,en,no,yes,medium,synthetic_training_example
MSG-0806,Your OTP for login is 940952. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0807,Package from overseas blocked by customs. Immediate payment required: http://gov-refund-portal.test,scam,delivery_scam,email,en,yes,no,high,synthetic_training_example
MSG-0808,Your salary of ₹50000 has been credited to your bank account ending 5609.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0809,Registration fee pending. Pay ₹299 today to unlock your reward.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0810,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0811,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0812,Guaranteed 20% monthly return. Invest ₹499 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0813,Final warning: electricity supply suspended in 2 hours. Update payment here http://parcel-clearance-pay.invalid,scam,electricity_bill_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0814,Your parcel is held at customs. Pay ₹1499 clearance charge here: http://bank-kyc-update.invalid,scam,delivery_scam,email,en,yes,yes,high,synthetic_training_example
MSG-0815,Crypto trading group gives assured profit. Join using http://login-security-check.test and deposit now.,scam,investment_scam,email,en,yes,no,high,synthetic_training_example
MSG-0816,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0817,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0818,Your monthly subscription renewal for Prime is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0819,Your refund of ₹1499 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0820,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0821,Send your password and OTP for urgent security verification.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
MSG-0822,This is RBI support. Your account is under review. Verify details at http://reward-claim-now.fake,scam,impersonation,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0823,I am your manager. Buy gift cards worth ₹1499 urgently and send codes.,scam,social_engineering,email,en,no,yes,high,synthetic_training_example
MSG-0824,Your package from Tata Neu is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0825,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0826,Guaranteed 20% monthly return. Invest ₹2499 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0827,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0828,HR team approved your profile. Transfer ₹199 for document verification.,scam,job_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0829,Your card payment of ₹1499 at BigBasket was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0830,Your parcel is held at customs. Pay ₹799 clearance charge here: http://upi-block-alert.fake,scam,delivery_scam,sms,en,yes,yes,high,synthetic_training_example
MSG-0831,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0832,Your electricity bill of ₹50000 is due on 28 May. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0833,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,email,en,no,no,high,synthetic_training_example
MSG-0834,Your friend is in hospital. Transfer ₹100000 immediately for treatment.,scam,social_engineering,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0835,Your OTP for login is 112960. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0836,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0837,Package from overseas blocked by customs. Immediate payment required: http://sbi-verify-login.fake,scam,delivery_scam,email,en,yes,no,high,synthetic_training_example
MSG-0838,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0839,School fee receipt for ₹100000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0840,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0841,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,whatsapp,en,no,no,medium,synthetic_training_example
MSG-0842,Your electricity bill of ₹100000 is due on tomorrow. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0843,The project sync has moved to 11:30 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0844,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0845,School fee receipt for ₹10000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0846,Delivery failed due to incomplete address. Update details urgently: http://sbi-verify-login.fake,scam,delivery_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0847,Your bank account will be blocked today. Click http://bank-kyc-update.invalid immediately to update your KYC.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0848,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0849,"Suman, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0850,Your card payment of ₹5000 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0851,Your salary of ₹999 has been credited to your bank account ending 5693.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0852,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0853,KYC expired for your account. Verify now at http://sbi-verify-login.fake to avoid service suspension.,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0854,We are from customer care. Tell us your OTP to confirm account ownership.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0855,Microsoft security alert: your computer is hacked. Click http://sbi-verify-login.fake to fix now.,scam,tech_support_scam,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0856,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0857,KYC expired for your account. Verify now at http://upi-block-alert.fake to avoid service suspension.,scam,kyc_phishing,sms,en,yes,no,high,synthetic_training_example
MSG-0858,Your card payment of ₹2500 at DMart was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0859,Courier package waiting. Pay redelivery fee ₹799 to avoid return: http://customer-care-help.invalid,scam,delivery_scam,email,en,yes,yes,medium,synthetic_training_example
MSG-0860,Courier authority requires PAN update immediately at http://login-security-check.test.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0861,Your shipment is suspended. Confirm PAN and address here http://customer-care-help.invalid,scam,delivery_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0862,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0863,Your email account will be disabled. Verify password at http://sbi-verify-login.fake,scam,tech_support_scam,email,en,yes,no,high,synthetic_training_example
MSG-0864,Part-time task job available. Deposit ₹99 to activate your employee ID.,scam,job_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0865,Your package from ICICI is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0866,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,email,en,no,no,high,synthetic_training_example
MSG-0867,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,email,en,no,no,high,synthetic_training_example
MSG-0868,Your card payment of ₹2500 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0869,Your salary of ₹1499 has been credited to your bank account ending 9510.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0870,KSEB payment failed. Share UPI PIN to restore connection.,scam,electricity_bill_scam,email,en,no,no,medium,synthetic_training_example
MSG-0871,The project sync has moved to 4 PM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0872,Complete bank KYC within 12 hours or your debit card will be locked: http://gov-refund-portal.test,scam,kyc_phishing,email,en,yes,no,high,synthetic_training_example
MSG-0873,"Suman, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0874,Your package from Flipkart is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0875,Your refund is ready. Provide OTP and PIN to release ₹1499.,scam,otp_theft,email,en,no,yes,high,synthetic_training_example
MSG-0876,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0877,Your electricity bill of ₹1499 is due on Monday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0878,Your OTP for login is 578621. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0879,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,email,en,no,no,high,synthetic_training_example
MSG-0880,Your OTP for login is 555844. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0881,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0882,Your package from Paytm is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0883,KYC expired for your account. Verify now at http://upi-block-alert.fake to avoid service suspension.,scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0884,"Avick, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0885,Your electricity bill of ₹25000 is due on Friday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0886,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0887,Your electricity bill of ₹999 is due on Friday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0888,Your appointment with Dr. Sharma is confirmed for Friday at 4 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0889,Your mobile number won a lottery prize of ₹1000000. Transfer ₹999 registration fee now.,scam,fake_reward,sms,en,no,yes,high,synthetic_training_example
MSG-0890,Electricity connection will be disconnected tonight. Pay bill immediately at http://sbi-verify-login.fake,scam,electricity_bill_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0891,The project sync has moved to 10 AM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0892,Your appointment with Dr. Das is confirmed for Monday at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0893,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0894,School fee receipt for ₹10000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0895,"Hi Ananya, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0896,"Ananya, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0897,Government subsidy approved. Upload Aadhaar and pay ₹99 verification fee.,scam,impersonation,email,en,no,yes,high,synthetic_training_example
MSG-0898,Crypto trading group gives assured profit. Join using http://gov-refund-portal.test and deposit now.,scam,investment_scam,email,en,yes,no,high,synthetic_training_example
MSG-0899,Your card payment of ₹2500 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0900,Invest ₹25000 and receive fixed daily profit. No risk. Contact now.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0901,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
MSG-0902,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0903,Your electricity bill of ₹1000000 is due on 15 June. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0904,Your refund of ₹2500 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0905,Your friend is in hospital. Transfer ₹10000 immediately for treatment.,scam,social_engineering,email,en,no,yes,medium,synthetic_training_example
MSG-0906,Bank verification pending. Send OTP to this number to activate your card.,scam,otp_theft,sms,en,no,no,high,synthetic_training_example
